weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2,force_reading_1,force_reading_2,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,label
79.4,88.4,68.7,38.4,270.5,270.7,0,0,0.46387413,0.11129334,0.79251146,0.34949946,0.8000837,0.6653553,0.48290226,0.92636454,0.14850302,0.70007783,0.4421793,0.24003245,0.43140042,0.39013812,0.42677182,0.5178572,0.43845204,0.6432766,0.45836142,0.7850022,0.49883917,0.80148846,0.5054744,0.65392834,0.5094722,0.5276027,0.49839827,0.3990834,0.48237136,0.25213793,chicken
78.3,89.5,51,40.9,260.5,260.9,0,0,0.46398467,0.11296747,0.79327106,0.33814785,0.80108064,0.6648211,0.4820578,0.9267278,0.15085655,0.7028186,0.4445685,0.24068832,0.4351074,0.3911134,0.4304661,0.51922226,0.4412646,0.64514744,0.4594351,0.7869124,0.49892467,0.80150867,0.50659096,0.6535732,0.51106435,0.5274274,0.50019234,0.3994481,0.48366755,0.25326076,chicken
86.4,80.8,61.5,58.2,246.9,246.9,0,0,0.46351933,0.1165575,0.79642683,0.3261769,0.8070399,0.6749293,0.48433563,0.92718285,0.15906124,0.68798965,0.4483513,0.240219,0.44215515,0.3905388,0.43841583,0.51996577,0.44890404,0.6472585,0.46524662,0.7899025,0.50365156,0.80220675,0.51227915,0.654041,0.5162408,0.5281822,0.504422,0.40041888,0.48633993,0.25460857,chicken
87.6,78.8,64.6,40.7,268.4,261.1,0,0,0.46304733,0.114840776,0.79699904,0.3276848,0.8071588,0.68145573,0.48505157,0.9165852,0.16074331,0.6850285,0.4487545,0.23757783,0.4436557,0.38761094,0.44062322,0.51663023,0.4513114,0.6437328,0.46703124,0.7854309,0.50403965,0.798598,0.5121057,0.65190023,0.5159136,0.5261437,0.5041221,0.39856863,0.48595017,0.25280926,chicken
79,87.3,39.7,30.1,244.6,242.9,0,0,0.46335486,0.116532594,0.7912993,0.33981535,0.79837745,0.66415286,0.48244724,0.9144127,0.15081379,0.70412457,0.44359234,0.23912948,0.4349175,0.3890718,0.4307008,0.51748806,0.44158053,0.6433974,0.45963314,0.7838082,0.49783456,0.7991722,0.50353175,0.65295506,0.50732726,0.526312,0.49683195,0.39760393,0.48193252,0.2517186,chicken
80.1,87.6,38.3,49.3,253.6,253.3,0,0,0.4622221,0.12189433,0.79070413,0.3408792,0.8000015,0.66343683,0.48321196,0.9281032,0.14959891,0.70849127,0.44300932,0.24480335,0.43421742,0.39425042,0.42990354,0.5222186,0.44099924,0.6481796,0.45985717,0.7897725,0.4984431,0.8046249,0.5044337,0.6568953,0.50794023,0.5303328,0.4968639,0.402233,0.48107186,0.25706145,chicken
69.1,98.9,84.9,44.8,265.6,266.2,0,0,0.4658468,0.111748174,0.78988075,0.34724313,0.7908961,0.6496166,0.48152453,0.92595625,0.14230676,0.74481523,0.4403815,0.24354824,0.4255707,0.39408353,0.41931966,0.52051896,0.4308147,0.64478105,0.4526786,0.7857493,0.49282733,0.8036353,0.49817964,0.6547648,0.5031792,0.5264133,0.4940164,0.39739305,0.48026377,0.2511812,chicken
78.5,88.3,39.1,50.5,268.7,268,0,0,0.4634824,0.115142316,0.7927013,0.3364197,0.8025168,0.6639856,0.4822183,0.9376723,0.1493931,0.70338047,0.4446502,0.24417634,0.43495178,0.3945789,0.43004587,0.52265596,0.44089094,0.64889455,0.45951888,0.7920901,0.49924043,0.8061659,0.50742006,0.6565352,0.51178396,0.5301641,0.50058675,0.40230364,0.4834572,0.2562958,chicken
72.4,95.4,32.2,52.7,266.5,266.1,0,0,0.46385664,0.119914055,0.78928804,0.35535562,0.7951236,0.65984446,0.4835036,0.9303788,0.14554659,0.7175532,0.44054723,0.24444182,0.42884693,0.3941789,0.42382684,0.52190286,0.43566322,0.64771426,0.45685306,0.79001516,0.49640247,0.80737823,0.50108945,0.65887797,0.50449216,0.530935,0.4939272,0.4015714,0.47969568,0.25519216,chicken
90,77.4,59.5,42.6,265.3,264.8,0,0,0.46558413,0.1154665,0.79985356,0.3190053,0.8088044,0.6804357,0.48282447,0.92347836,0.16092026,0.68500453,0.45224473,0.23973493,0.44641775,0.38957736,0.44230804,0.51885366,0.4519131,0.6461536,0.46649042,0.7885412,0.50381875,0.80034727,0.51458037,0.65210944,0.5197438,0.5268002,0.50828296,0.40012664,0.48926347,0.25502756,chicken
85.2,82,25.6,44.4,241.5,241.1,0,0,0.46320668,0.12299706,0.79367566,0.33500782,0.80290043,0.6714108,0.48255885,0.9205249,0.15456511,0.69337296,0.44651192,0.24276923,0.43987462,0.39132562,0.4360041,0.51982814,0.44622856,0.64637905,0.46244714,0.7877086,0.500076,0.80191755,0.50699925,0.6551184,0.510816,0.52932113,0.49983943,0.4016905,0.48358953,0.25709343,chicken
82.7,84.2,30.2,24.6,265.5,262.3,0,0,0.4640298,0.11538774,0.7918263,0.3440014,0.7990929,0.6677762,0.48103502,0.9188243,0.15064338,0.6958515,0.44392666,0.23878595,0.43506452,0.38833743,0.43066007,0.51680017,0.44126323,0.64284843,0.4588275,0.7837967,0.49795997,0.79958624,0.50454915,0.6532226,0.5086111,0.5271304,0.49804726,0.3985858,0.48289,0.25236365,chicken
78.5,88.5,61.9,43.5,262.4,262,0,0,0.46627915,0.11291912,0.7938996,0.33554184,0.7980697,0.66168916,0.4809793,0.9205274,0.14907618,0.7105851,0.4459597,0.23910776,0.4356863,0.38998437,0.43037146,0.51819915,0.4406044,0.6440382,0.45823738,0.78515816,0.49672663,0.79969674,0.5039612,0.65226,0.5089636,0.52523154,0.49927482,0.39650533,0.4845811,0.2502716,chicken
58.5,108.6,16.6,32.7,246.7,246.5,0,0,0.46426556,0.11718066,0.8007012,0.31999364,0.80971104,0.6853571,0.48371333,0.9273254,0.16082674,0.6831087,0.45151526,0.24173716,0.44617057,0.39133984,0.44243798,0.5205625,0.4524102,0.64792013,0.46727586,0.7906934,0.5049749,0.80200154,0.51569897,0.6535856,0.52053493,0.528543,0.50853103,0.40214083,0.48876175,0.25705752,chicken
89.9,76.5,34.8,15.7,256.2,254.6,0,0,0.46550322,0.11301115,0.7989497,0.3178735,0.80833393,0.6904207,0.48302093,0.9125958,0.16472392,0.6796602,0.4525832,0.23480015,0.44801062,0.38513485,0.4446519,0.5149681,0.45440826,0.6425778,0.468089,0.7839893,0.5044502,0.796598,0.5147164,0.65005445,0.519618,0.52465814,0.5081577,0.39726597,0.48966283,0.25109014,chicken
79.8,87,38.4,53.9,254.1,251.7,0,0,0.46411538,0.116799444,0.79156494,0.34685174,0.798543,0.66703254,0.48113814,0.9200676,0.15045817,0.6929061,0.44373247,0.23916748,0.43479356,0.38868573,0.4303366,0.5173547,0.44096547,0.64345706,0.45869768,0.7844915,0.49764714,0.80040395,0.5037792,0.6541329,0.50758904,0.5279563,0.4970739,0.39902422,0.48249906,0.25258875,chicken
82.3,85.3,29.5,51.6,247.1,247,0,0,0.4639958,0.1175936,0.79223454,0.3368426,0.799699,0.6664277,0.48028293,0.92184776,0.15004532,0.70321846,0.4455475,0.24257448,0.43667433,0.39200422,0.43197665,0.5202915,0.44202057,0.6465556,0.45874035,0.7880628,0.49702242,0.8025738,0.50440633,0.6548195,0.5091351,0.528568,0.4988593,0.40069303,0.48299873,0.2553464,chicken
77.1,90.1,54.5,59.6,279.7,275.1,0,0,0.46514556,0.11232631,0.7913337,0.3438688,0.7948248,0.6566699,0.48051643,0.9234805,0.14469719,0.72513944,0.44245768,0.24187134,0.43002915,0.39236954,0.42437693,0.51961654,0.43526816,0.6445845,0.45493075,0.7855083,0.49456817,0.8019254,0.5011485,0.6538085,0.5062119,0.5265197,0.49653727,0.39796585,0.48178172,0.25169826,chicken
83.1,85.2,21.2,31.3,257.9,258.6,0,0,0.4646244,0.11585282,0.79478836,0.33077928,0.8019115,0.6682525,0.48054942,0.9231037,0.15084699,0.7028638,0.44707692,0.24139719,0.43857095,0.3914889,0.43370214,0.5199767,0.44350734,0.6464875,0.45993686,0.7883593,0.49802142,0.8017617,0.50633514,0.6537856,0.5113412,0.5275241,0.5010472,0.3998351,0.48471278,0.2545234,chicken
88.2,79.2,28.4,64.2,261.2,261.6,0,0,0.46494177,0.1165489,0.79787624,0.3140271,0.80653054,0.6732861,0.48171294,0.9298172,0.15863252,0.6890791,0.4507798,0.24129122,0.4440397,0.39180207,0.43935332,0.5210631,0.44894773,0.6478672,0.46431786,0.79056525,0.5020577,0.8015732,0.5125236,0.6529017,0.5175546,0.52772003,0.5062892,0.40084338,0.48800018,0.25578776,chicken
83.9,84.1,47.5,72.9,277.4,278,0,0,0.4628051,0.11107548,0.79387164,0.33630678,0.803678,0.6714456,0.48121956,0.9298644,0.1531753,0.6866085,0.4447156,0.24003212,0.4358999,0.39036506,0.43146208,0.51860243,0.44235837,0.64480263,0.45996892,0.7875473,0.5003324,0.8012697,0.50935835,0.65293074,0.513868,0.52751523,0.50227743,0.39997682,0.48430824,0.2535286,chicken
82.5,85.3,49.8,67.7,263.6,264,0,0,0.4623405,0.1128837,0.79325205,0.3385352,0.803037,0.6708404,0.4813036,0.93017054,0.15234767,0.6891911,0.4440931,0.24112047,0.4353464,0.39120927,0.43097085,0.5193346,0.4419493,0.6454817,0.45979357,0.7880936,0.49982756,0.8021404,0.5083427,0.65393126,0.5126302,0.52834123,0.5010817,0.40071923,0.483443,0.25447953,chicken
80.9,86.2,38.6,33.9,258.7,258.2,0,0,0.46271375,0.11349095,0.79247904,0.33602765,0.8014159,0.66915506,0.48054925,0.9268944,0.15155193,0.6950475,0.4441254,0.2408752,0.43533167,0.39095122,0.43083733,0.5191004,0.44149843,0.64499754,0.4590505,0.7867972,0.49874184,0.8010508,0.5070425,0.65345085,0.5115216,0.52802926,0.5003679,0.40047097,0.48329893,0.25444192,chicken
80,83.8,28.9,30.5,212.3,213,0,0,0.4624236,0.12085016,0.7960925,0.33012295,0.80477244,0.67546195,0.48251656,0.92223275,0.15568484,0.6909972,0.44699365,0.2424452,0.44083968,0.39174065,0.43703896,0.52045965,0.44728994,0.6471491,0.46334836,0.7888511,0.5008918,0.8017386,0.5087321,0.6547127,0.51271594,0.52912015,0.5014016,0.40175703,0.48417032,0.25689292,chicken
79.6,83.4,25.3,19.1,231.3,230.7,0,0,0.4626144,0.1258959,0.79387385,0.32509592,0.80177355,0.668419,0.48006216,0.92149067,0.15260494,0.6965171,0.4461664,0.24281164,0.43943968,0.39148173,0.43483603,0.5202141,0.4444374,0.64663666,0.4604804,0.787808,0.49806216,0.8004484,0.5057277,0.6537694,0.5098418,0.52820194,0.4991724,0.40082997,0.48348606,0.25710854,chicken
85.9,77.3,29.7,53,253.8,253.2,0,0,0.46275908,0.12024775,0.7969084,0.3221552,0.80673414,0.6772997,0.48322698,0.9242648,0.16060734,0.685223,0.44902807,0.24170718,0.443921,0.3913224,0.44032654,0.52042687,0.45047274,0.64706665,0.46589133,0.78868186,0.5030065,0.8009075,0.5118524,0.65385693,0.51582557,0.52891773,0.50398326,0.40197048,0.485825,0.25716797,chicken
81.2,81.9,60.8,32.5,261.2,258.7,0,0,0.46218044,0.11643289,0.79249865,0.33637142,0.8008856,0.6708166,0.4820002,0.9132774,0.15414277,0.6931532,0.4444551,0.23792793,0.43761277,0.38773444,0.43396991,0.5165637,0.44459406,0.6429164,0.4613232,0.7834884,0.4993081,0.7981247,0.5058417,0.6523058,0.50954574,0.5263456,0.49855596,0.3980247,0.48261338,0.2521618,chicken
78.5,84.7,38.3,24.9,240.3,240.1,0,0,0.462603,0.11936286,0.79056764,0.33755615,0.79806834,0.66696775,0.4803728,0.91278595,0.15035494,0.7001641,0.44391465,0.23993497,0.43595147,0.38946822,0.43173173,0.5184458,0.44195127,0.6448695,0.4587217,0.7853411,0.49653292,0.8003769,0.50248253,0.65416133,0.506491,0.5276201,0.4962385,0.39882892,0.48139793,0.2532227,chicken
82.5,80.9,22.4,27.4,254.1,254.5,0,0,0.46184972,0.11900982,0.7916954,0.33145544,0.8002653,0.66744775,0.48057932,0.91365445,0.15191801,0.7002906,0.444669,0.2406718,0.4373357,0.3897306,0.43328065,0.5179257,0.44347697,0.6439512,0.45985687,0.7844853,0.4973988,0.7987377,0.504234,0.65227807,0.50843257,0.52637863,0.49782735,0.398821,0.48174903,0.25420237,chicken
78.1,85.4,23.1,28.6,229.3,229.2,0,0,0.46131092,0.11515858,0.7901319,0.3314248,0.79701376,0.65956336,0.48042694,0.91199315,0.1476168,0.7150665,0.44193003,0.2394469,0.4328311,0.38969374,0.42837924,0.51799023,0.4390734,0.6438746,0.45712537,0.78416944,0.49528655,0.7990791,0.50114584,0.6521416,0.5054066,0.52492434,0.49528745,0.39629877,0.4799782,0.25103435,chicken
74.8,89.3,54.7,36.9,236.8,237.1,0,0,0.46145603,0.11361767,0.7882027,0.3443631,0.7927982,0.65730274,0.48043376,0.9089446,0.1459383,0.7193551,0.43972278,0.23922524,0.42925492,0.3892055,0.42479402,0.51689,0.43603727,0.641891,0.4553058,0.78121585,0.49373826,0.79801035,0.4984254,0.6519687,0.5024704,0.5247992,0.4924962,0.39582872,0.47816995,0.2498056,chicken
74.6,88.8,58.7,63.8,252.1,251.4,0,0,0.46061692,0.11780072,0.7872609,0.35051683,0.7954623,0.66468984,0.48131654,0.9207869,0.14846699,0.700304,0.43928176,0.24111365,0.42981315,0.3904454,0.42567593,0.5184656,0.4373161,0.64384115,0.45699653,0.7845728,0.4962465,0.80121773,0.50118744,0.655014,0.50427175,0.52882135,0.49318498,0.40007487,0.47840795,0.25371206,chicken
72,92.4,39.5,51.3,257,257.3,0,0,0.46090028,0.11449779,0.7877544,0.35163283,0.7946576,0.662056,0.4817294,0.92033046,0.14608753,0.7116297,0.43835315,0.2409468,0.42751566,0.39093134,0.42313507,0.5184906,0.43519723,0.64373773,0.45586655,0.78478914,0.49553028,0.80185986,0.50037354,0.6548012,0.50379294,0.5277208,0.49290892,0.39883563,0.47792202,0.25226027,chicken
81.1,82.9,31.6,24.9,244.5,244.3,0,0,0.45949537,0.11686522,0.7898842,0.3406896,0.79976445,0.66835797,0.48217353,0.9143757,0.15230544,0.69544727,0.4412541,0.2402055,0.4338643,0.38928902,0.43048212,0.5173258,0.44185248,0.6429072,0.45992747,0.7831927,0.49846905,0.79846936,0.5042393,0.6526385,0.5074832,0.52701235,0.49598604,0.39914027,0.47952518,0.25362673,chicken
79.3,84.4,38.5,42.5,265.6,265.9,0,0,0.4626762,0.10736758,0.7933107,0.32790312,0.80033606,0.65989596,0.48027763,0.9229478,0.1486947,0.7072137,0.44409245,0.23890837,0.43402123,0.39052072,0.42898965,0.51825166,0.43971404,0.64349335,0.45776433,0.7848002,0.4970445,0.7978752,0.50557697,0.6496826,0.51075804,0.5235065,0.5000958,0.39575672,0.48295686,0.24942453,chicken
75,89,60.7,50.5,277.5,273.4,0,0,0.46146303,0.10977129,0.79038906,0.3428038,0.7974655,0.6639979,0.4808013,0.91804564,0.1487731,0.7040341,0.44095972,0.23742917,0.43131113,0.38827232,0.42709136,0.5161681,0.43852904,0.64155227,0.45734274,0.7823028,0.4965488,0.7979965,0.50289625,0.651296,0.5069399,0.52483314,0.49607158,0.39628962,0.48022342,0.24943687,chicken
84.5,79.4,46,30.4,253.3,249.4,0,0,0.46132132,0.11752213,0.79244775,0.32827222,0.8023131,0.6723805,0.48274896,0.91056055,0.15772256,0.690652,0.44543555,0.23793215,0.4398368,0.3877019,0.43651643,0.5168287,0.4470182,0.6433468,0.46318057,0.7836798,0.5005166,0.7968924,0.5071751,0.6514018,0.5106543,0.52572966,0.49936488,0.3977231,0.48291877,0.25236574,chicken
84.7,78.3,21.4,18.9,252.3,248.6,0,0,0.46069422,0.11754554,0.79296726,0.32407913,0.8043617,0.6784028,0.4827618,0.9100478,0.16052742,0.68744993,0.44635454,0.23725447,0.44177902,0.38681626,0.4388573,0.51593316,0.44938377,0.6427542,0.46482652,0.7833801,0.5017226,0.7963975,0.5091977,0.65074104,0.51270723,0.52523035,0.50099057,0.3976881,0.48348635,0.2526828,chicken
81.7,83,72.2,43,241.8,243.6,0,0,0.45969006,0.110628925,0.7908998,0.33647883,0.79920125,0.67417455,0.47940698,0.9059169,0.15378582,0.6901658,0.4415042,0.2345783,0.43424606,0.38475844,0.43073592,0.51322687,0.44170022,0.63905036,0.45852348,0.7789829,0.4978439,0.7935335,0.50515527,0.6484559,0.50918275,0.5230224,0.49785253,0.39503583,0.48103842,0.24863875,chicken
82.9,81.4,47.3,46.3,258.2,259.3,0,0,0.4601404,0.11231096,0.79343987,0.3269539,0.80589896,0.68060064,0.4825564,0.92391735,0.15831178,0.6874852,0.44477785,0.23826599,0.4386283,0.38892534,0.43534297,0.5179367,0.44644222,0.64513147,0.46313834,0.7877467,0.5025443,0.80044955,0.5114386,0.6525797,0.5153316,0.52665216,0.5030585,0.39899158,0.48394915,0.25280768,chicken
85.2000000000001,78.4,57,48.9,269.9,270.8,0,0,0.4626138,0.11186825,0.793992,0.32527182,0.80383545,0.672944,0.48206857,0.9165095,0.15780053,0.68938196,0.44653195,0.23649862,0.43985838,0.3871635,0.436052,0.51603234,0.44658795,0.6424884,0.46284294,0.78386116,0.50110304,0.7968778,0.5095444,0.65004325,0.5138194,0.5244192,0.5024162,0.39672723,0.48486003,0.25078645,chicken
81.7,82.1,51.5,45.2,279.3,275.2,0,0,0.46040624,0.1115922,0.79305905,0.3338121,0.802899,0.6723644,0.48183486,0.9229874,0.15338404,0.6918067,0.44294798,0.2386872,0.43521902,0.3892207,0.4314349,0.5175592,0.44269714,0.6437381,0.4604979,0.7856043,0.5000421,0.7995154,0.50798935,0.6521004,0.51197314,0.5262147,0.5002506,0.39837164,0.48232213,0.25215673,chicken
82.5,81.3,51.1,47.4,264.7,263.9,0,0,0.4629634,0.11034316,0.7938621,0.32673827,0.80253494,0.6701708,0.48126286,0.91700774,0.15492892,0.6914221,0.44593713,0.23639649,0.43834278,0.38723522,0.43418446,0.5158885,0.4446771,0.6419699,0.4612916,0.783135,0.49982673,0.7965148,0.50823766,0.6497002,0.51278126,0.5241554,0.50169563,0.3963951,0.48450056,0.25023413,chicken
78.3,85.9,85.6,66.7,273.2,272.9,0,0,0.46201047,0.10719244,0.79228735,0.34015724,0.7990021,0.6671712,0.48039716,0.91994107,0.1492426,0.7011346,0.4418051,0.23728947,0.4319195,0.38839263,0.42751414,0.5163434,0.43881643,0.6418497,0.4572557,0.78295594,0.49746364,0.79819345,0.5050214,0.6510179,0.50959754,0.5246746,0.49865586,0.396282,0.48192078,0.24921474,chicken
73.4,89.6,35.4,52.9,286.8,279,0,0,0.46060386,0.11312554,0.7905496,0.33615145,0.79901403,0.6669251,0.47986695,0.9219384,0.15057987,0.69523203,0.44158313,0.23863779,0.43327367,0.38905746,0.4291158,0.51767087,0.44001234,0.6436413,0.45785305,0.7848293,0.49743938,0.7992372,0.5046979,0.652452,0.50866795,0.5267267,0.49750543,0.39849725,0.4811202,0.2520929,chicken
78.7,84.6,24.7,46.5,271,269.1,0,0,0.46002927,0.11296615,0.7906075,0.3327063,0.79829544,0.66240185,0.479911,0.9219953,0.147985,0.7065144,0.44069123,0.23983788,0.43163335,0.39063513,0.42723358,0.51899713,0.4382205,0.64473,0.4566379,0.7855854,0.4964131,0.79945815,0.5034792,0.652261,0.50765705,0.5259963,0.49668992,0.39776057,0.4802936,0.25168476,chicken
89.3,74.7,40,28.8,257.5,255.4,0,0,0.46102443,0.11740532,0.7948441,0.3162199,0.8060402,0.684341,0.48276913,0.9135136,0.16178551,0.68487674,0.44811037,0.23709385,0.44406256,0.3875419,0.44102246,0.51720417,0.4513682,0.6444176,0.4664037,0.7855007,0.5028758,0.7967793,0.5117029,0.6508475,0.51555943,0.52544165,0.5036813,0.39804986,0.4855085,0.2527548,chicken
81.4,82.2,62.9,40.7,250.7,250.4,0,0,0.46100423,0.11305203,0.79107004,0.33311334,0.79910666,0.6684013,0.47995415,0.91487503,0.15246318,0.6949145,0.4430606,0.23752762,0.4354463,0.38795277,0.43145728,0.5166405,0.44206363,0.64260954,0.45900947,0.78312105,0.49750087,0.7972227,0.5047366,0.65108454,0.50889647,0.5253649,0.4979685,0.39722347,0.48166466,0.25105643,chicken
79.7,83.6,58.7,35.3,278.9,277.2,0,0,0.46106717,0.11149328,0.7911353,0.33442318,0.79883707,0.6665509,0.4798775,0.9176433,0.15094778,0.6992715,0.4422055,0.23804125,0.43352616,0.3887221,0.429266,0.5169896,0.44016758,0.64268476,0.4578664,0.7834402,0.4971107,0.7978369,0.5045741,0.6510916,0.50894725,0.52507925,0.49802265,0.3969592,0.48150596,0.2506513,chicken
67.6,95.9,36.2,67.2,320.1,320.5,0,0,0.46340093,0.08720471,0.79542893,0.32016736,0.80287176,0.6617115,0.4796661,0.92999184,0.1502905,0.70072824,0.4452987,0.23454718,0.433822,0.38882953,0.42802566,0.51664793,0.43897533,0.641665,0.45772266,0.7842936,0.4985487,0.7952375,0.51029676,0.6456484,0.51649415,0.52031964,0.50513,0.39297956,0.48598993,0.24444884,chicken
78.5,85.2,62.7,57.1,341.2,342,0,0,0.4621822,0.09231788,0.7953334,0.32997885,0.8038658,0.6641147,0.48042166,0.9370719,0.14827621,0.6980901,0.44243717,0.2372791,0.43062913,0.39053786,0.4251834,0.5179628,0.43685737,0.6428576,0.4569646,0.78580576,0.49970675,0.7987415,0.51098967,0.6490261,0.5165801,0.5238788,0.5046101,0.39669603,0.48491973,0.24842069,chicken
73.1,91.2,39.6,45.4,325.8,318.7,0,0,0.46341452,0.088238254,0.79391956,0.32556522,0.7982466,0.65401024,0.47838068,0.9239772,0.1451084,0.7187965,0.44268855,0.23454183,0.4296954,0.38873595,0.42360818,0.516325,0.43453348,0.64087117,0.45416567,0.78206867,0.49502614,0.7955427,0.5053004,0.64651227,0.51171786,0.52024,0.50134206,0.39217693,0.48360822,0.24379642,chicken
80.5,83.1,48.1,47.9,252.4,252.6,0,0,0.4612436,0.11158419,0.7940891,0.3305678,0.80450845,0.6816309,0.48229423,0.91033816,0.15905821,0.6807209,0.4455227,0.23531207,0.43967018,0.38550985,0.43655524,0.5142675,0.44748974,0.64068747,0.46350417,0.78157,0.50182986,0.79506254,0.5099127,0.64952064,0.51380163,0.52432686,0.50199115,0.39671317,0.4840495,0.25052744,chicken
85.2,78.5,46.5,38.2,243.6,239.1,0,0,0.4603807,0.1194332,0.79069626,0.326927,0.79957163,0.67089033,0.48056224,0.9069944,0.15596156,0.6920475,0.44444463,0.23819387,0.43886527,0.38781998,0.43536547,0.5169791,0.4455583,0.6432717,0.46130064,0.78299403,0.49801153,0.7961212,0.5043767,0.65120375,0.5079396,0.5256008,0.4970432,0.3975181,0.48139748,0.25240415,chicken
81.6,82,42.9,50.2,234.3,233.7,0,0,0.46073633,0.11793495,0.7906741,0.32798553,0.7982298,0.6662768,0.47962078,0.9099366,0.15234582,0.6959862,0.44338113,0.23813489,0.43654776,0.38799268,0.43250194,0.5169802,0.442668,0.6430237,0.459095,0.78286695,0.4966142,0.79621404,0.50303906,0.65094465,0.50687855,0.52515864,0.49632922,0.3968731,0.48111448,0.2516785,chicken
75.3,88.8,55.9,55.3,257.2,254.8,0,0,0.460792,0.11362362,0.7883153,0.33419967,0.79333586,0.65812916,0.4783666,0.9102039,0.14594842,0.7124057,0.44052407,0.23822258,0.43079644,0.38889563,0.42606777,0.5171481,0.4368094,0.6425725,0.45502776,0.78239334,0.4929369,0.7976278,0.49869937,0.65126884,0.5030964,0.5241975,0.4932493,0.39529356,0.47872958,0.24941632,chicken
85.1,79,36.9,43.3,261.7,259.9,0,0,0.46124426,0.11547477,0.7932701,0.32149217,0.80067104,0.6667628,0.47978935,0.91602093,0.15283689,0.69586957,0.4449526,0.23835595,0.43780297,0.3887517,0.43336838,0.5175593,0.4434715,0.64355767,0.46000516,0.7842478,0.4979644,0.7961424,0.50621456,0.6496451,0.51066035,0.5241535,0.49974027,0.39664912,0.4830859,0.25160438,chicken
76.3,87,47.2,38.7,276.9,276.7,0,0,0.46031174,0.10613572,0.7914528,0.33071724,0.7981022,0.65939796,0.47868717,0.9222294,0.14693978,0.7094304,0.44086444,0.23907396,0.4301627,0.39051822,0.4251551,0.5177241,0.4363339,0.64255816,0.45512816,0.7837099,0.4953472,0.7973927,0.50389326,0.6491496,0.5091195,0.5229163,0.4982921,0.39531732,0.48072672,0.2489619,chicken
74.6,89.9,50,26.5,285.5,286.2,0,0,0.45885435,0.10699435,0.78893,0.34698918,0.7978127,0.6638574,0.48024848,0.9283138,0.14685467,0.70258105,0.43755922,0.24061933,0.4262007,0.39144015,0.42170817,0.5182543,0.43416297,0.6428066,0.45504716,0.7846758,0.49648792,0.8005491,0.5040325,0.6522062,0.5082057,0.5263038,0.4963294,0.39865625,0.4784489,0.25149825,chicken
80.8,83.2,45.9,63.9,313.8,311.4,0,0,0.4607074,0.101684295,0.7946302,0.3185594,0.80080235,0.6560737,0.479211,0.9285049,0.1476272,0.7105781,0.44277206,0.23804985,0.43194354,0.39069974,0.42643294,0.5187525,0.43733147,0.6442023,0.45616472,0.7866292,0.49688798,0.79769975,0.50716794,0.64764166,0.5128413,0.5213586,0.5016131,0.3940823,0.48276314,0.24775472,chicken
76.9,87,49.2,59.8,313.8,312.8,0,0,0.45794415,0.105739705,0.7911398,0.3436105,0.80261856,0.67498314,0.4820895,0.9291518,0.15037243,0.6893916,0.43844175,0.23827839,0.42895526,0.3894561,0.4252583,0.5171782,0.4379424,0.642911,0.4582103,0.7858482,0.5003053,0.8011778,0.50839216,0.65272,0.51205885,0.52655387,0.49936613,0.39835635,0.48010865,0.25060856,chicken
74.4,89.4,70.1,34.7,248,248.4,0,0,0.45845404,0.11487028,0.7867693,0.3446181,0.7916797,0.6595013,0.47995943,0.90978104,0.14557114,0.7146606,0.43713906,0.23913644,0.42769042,0.38963187,0.42371038,0.5178485,0.43531033,0.64301664,0.4548741,0.7824592,0.49348956,0.7985381,0.4977906,0.6528955,0.5011801,0.5260628,0.49056956,0.39698645,0.47600815,0.2504459,chicken
85.6,78.2,66,42.8,269.2,269.8,0,0,0.45816824,0.108591415,0.7934094,0.33064362,0.807072,0.6930232,0.48243695,0.91465485,0.16178754,0.67613447,0.44379735,0.23505689,0.43902552,0.38537923,0.4366754,0.51418656,0.44822538,0.6411687,0.4643228,0.7830341,0.5037648,0.7960852,0.5128361,0.65000767,0.5164007,0.52495414,0.5033836,0.39779747,0.48323318,0.2513552,chicken
91.9,92.1,49.7,51.2,225.4,226,0,0,0.4606196,0.110302255,0.79393584,0.31702447,0.8027877,0.668033,0.47986794,0.9195326,0.1552832,0.6915868,0.44537774,0.23696724,0.43801525,0.38778877,0.43363822,0.5164252,0.44400257,0.6424279,0.46053216,0.7839175,0.4993586,0.79509586,0.50914806,0.64742905,0.51403886,0.5222329,0.50249743,0.3953489,0.4838874,0.2500618,egg
83.9,100.8,90.7,54.1,317.8,317.6,0,0,0.45903543,0.09584834,0.7930155,0.34030992,0.8034827,0.66840607,0.4812109,0.9392174,0.1471508,0.6920625,0.43799943,0.23896417,0.42599264,0.3911159,0.421174,0.51763296,0.43416387,0.6419031,0.45601293,0.7850851,0.50006753,0.7997305,0.5101008,0.65041167,0.5146386,0.52519804,0.5018314,0.39780688,0.48174253,0.24940947,egg
